BUV395,LiveDeadBlue,GhostUV450,AF350,BUV496,BUV563,BUV615,BUV661,BUV737,BUV805,BV421,AF405,SB436,eFluor450,GhostV450,VioBlue,BV480,eFluor506,GhostV510,BV510,V500,LiveDeadAqua,BV570,cFluorYG584,SB600,BV605,BV650,SB645,SB702,BV711,BV750,BV786,BV785,SB780,BB515,NovaBlue510,FITC,AF488,NovaBlue530,NovaBlue555,SparkBlue550,AF532,NovaYellow570,NorthernLights557,PE,NovaBlue585,NovaYellow590,PE-eFluor610,PE-Dazzle594,PE-TexasRed,BB630,PE-CF594,NovaBlue610-30S,NovaYellow610,NovaBlue610-70S,PE-Vio615,PE-AF610,PE-Fire640,NovaBlue660-120S,PE-Cy5,PerCP,PerCP-Cy5.5,PE-Cy5.5,NovaYellow700,BB700,PE-Fire700,PerCP-Vio700,PerCP-eFluor710,PE-AF700,BB755,PE-Cy7,PE-Vio770,PE-Fire810,APC,NovaRed660,NovaYellow660,NovaBlue660-40S,AF647,eFluor660,DyLight650,SparkNIR685,NovaRed685,NovaYellow690,AF660,APC-Cy5.5,NovaRed700,APC-R700,AF700,R718,NovaRed710,GhostR710,AF750,APC-Vio770,APC-Cy7,APC-eFluor780,APC-H7,APC-Fire750,GhostR780,DyLight800,APC-Fire810,AfHuLym,AfHuLymICS,AfHuLymICSuv7
0.0,0.04,0.16,0.08,0.14,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.11,0.16,0.14,0.26,0.88,0.94,0.83,0.73,0.77,0.75,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.0088,0.06,0.01,0.0699999999999998,-0.0040999999999999995,0.07,0.0,0.0,0.0,0.0,0.0092,0.0008,0.0,0.0,0.0,0.0,0.0,0.00999999999999998,0.0,-0.0028000000000000004,0.0,0.0,0.0,-0.0002,0.0,0.0,0.0,0.0,-0.0015,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.00016311036640519582,0.0,-0.0023,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011,-0.0013,0.0,0.0,-0.0009,0.0,0.0,0.19,-0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.69,0.5656504678539088
0.0,0.03,0.14,0.11,0.14,0.02,0.0,0.0,0.0,0.0,0.07,0.04,0.09,0.11,0.11,0.21,0.77,1.0,1.0,1.0,1.0,1.0,0.03,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.009899999999999999,0.06,0.01,0.11999999999999901,0.011699999999999999,0.36,0.0,0.0,0.0,0.0,0.0213,0.0018,0.0,0.0,0.0,0.01,0.0,0.00999999999999998,0.0,-0.0054,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,-0.0019,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.001972152611990095,0.0,-0.003,0.0,0.00999999999999998,0.0,0.0,0.0,0.0,-0.0014000000000000002,-0.0021,0.0,0.0,-0.001,0.0,0.0,0.27,-0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.0,1.0,0.798370057349834
0.0,0.01,0.05,0.12,0.06,0.07,0.01,0.0,0.0,0.0,0.02,0.0,0.03,0.03,0.03,0.07,0.35,0.4,0.41,0.69,0.51,0.58,1.0,0.08,0.19,0.15,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0039000000000000003,0.03,0.0,0.0599999999999998,0.0242,0.21,0.0,0.0,0.0,0.23,0.06280000000000001,0.028300000000000002,0.04,0.1,0.03,0.04,0.02,0.00999999999999998,0.0,-0.0022,0.03,0.01,0.0,-0.0016,0.01,0.0,0.0,0.03,-0.0014000000000000002,0.03,0.0,0.0,0.0,0.03,0.09,0.0,0.0,0.02901881700499711,0.0,-0.0018,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006,-0.0013,0.0,0.0,-0.0009,0.0,0.0,0.23,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.79,0.79,0.6094174464231814
0.0,0.01,0.02,0.09,0.03,0.04,0.09,0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.01,0.04,0.22,0.23,0.21,0.52,0.3,0.38,0.6,0.06,0.87,0.81,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.01,0.0,0.0299999999999999,0.0103,0.13,0.0,0.0,0.0,0.11,0.0596,0.0575,0.12,0.11,0.08,0.25,0.06,0.0599999999999998,0.00999999999999998,0.0179,0.07,0.02,0.0,-0.0014000000000000002,0.0,0.0,0.0,0.01,-0.0007000000000000001,0.03,0.0,0.0,0.0,0.01,0.08,0.0,0.0,0.013641957917525467,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001,-0.0008,0.0,0.0,-0.0003,0.0,0.0,0.16,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.4222758828856022
0.0,0.01,0.02,0.13,0.02,0.03,0.28,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.03,0.16,0.15,0.16,0.43,0.26,0.27,0.58,0.04,1.0,1.0,0.27,0.21,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0199999999999999,0.0073,0.11,0.0,0.0,0.0,0.08,0.0659,0.0629,0.2,0.23,0.23,0.81,0.22,0.22,0.0199999999999999,0.0776,0.29,0.26,0.04,-0.0006,0.0,0.0,0.0,0.01,-0.0007000000000000001,0.04,0.0,0.0,0.0,0.01,0.11,0.0,0.0,0.012411216061922626,0.0,0.0028000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,-0.0006,0.0,0.0,-0.0001,0.0,0.0,0.18,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.4494415937217024
0.0,0.01,0.01,0.09,0.01,0.01,0.1,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.03,0.04,0.15,0.07,0.07,0.17,0.01,0.48,0.46,1.0,1.0,0.06,0.03,0.0,0.01,0.0,0.0,0.0,-0.0012,0.0,0.0,0.00999999999999998,-0.0005,0.04,0.0,0.0,0.0,0.02,0.0277,0.0286,0.05,0.06,0.07,0.24,0.07,0.0599999999999998,0.00999999999999998,0.0219,0.14,0.18,0.16,0.096,0.14,0.26,0.18,0.02,0.001,0.15,0.01,0.11,0.04,0.0,0.07,0.0,0.0,0.0044781209685790125,0.27,0.1047,0.049999999999999906,0.199999999999999,0.01,0.01,0.01,0.02,0.0282,0.0045000000000000005,0.01,0.03,0.0111,0.01,0.0,0.11,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.31,0.31,0.23769996981587685
0.0,0.0,0.0,0.06,0.0,0.0,0.05,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.07,0.03,0.03,0.08,0.01,0.2,0.19,0.46,0.36,0.61,0.34,0.01,0.01,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.001,0.02,0.0,0.0,0.0,0.01,0.013999999999999999,0.011399999999999999,0.02,0.03,0.04,0.1,0.04,0.0299999999999999,0.0,0.0124,0.07,0.1,0.06,0.0525,0.09,0.31,0.54,0.11,0.0105,0.5,0.07,0.43,0.31,0.03,0.05,0.0,0.0,0.004389151677812541,0.09,0.0602,0.0299999999999999,0.1,0.0,0.01,0.01,0.06,0.0644,0.019799999999999998,0.04,0.11,0.0489,0.05,0.03,0.08,0.031200000000000002,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.1481134923030486
0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.05,0.02,0.02,0.05,0.0,0.16,0.15,0.34,0.37,1.0,1.0,0.18,0.04,0.02,0.01,0.0,0.0002,0.0,0.0,0.0,-0.001,0.02,0.0,0.0,0.0,0.0,0.0134,0.009899999999999999,0.01,0.02,0.02,0.06,0.02,0.0199999999999999,0.0,0.0076,0.05,0.08,0.06,0.029900000000000003,0.06,0.11,0.54,0.11,0.0147,0.46,0.1,0.85,0.87,0.12,0.18,0.0,0.0,0.004374323462684797,0.07,0.0489,0.00999999999999998,0.0599999999999998,0.0,0.0,0.0,0.04,0.0501,0.0161,0.04,0.13,0.0676,0.12,0.18,0.14,0.0911,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.1579233323271959
0.0,0.0,0.0,0.07,0.0,0.0,0.02,0.06,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.04,0.01,0.01,0.03,0.0,0.11,0.1,0.2,0.21,0.52,0.63,1.0,0.38,0.28,0.23,0.0,0.0005,0.0,0.0,0.0,0.0015,0.01,0.0,0.0,0.0,0.0,0.0096,0.0072,0.01,0.01,0.01,0.04,0.01,0.00999999999999998,0.0,0.0049,0.03,0.04,0.04,0.024900000000000002,0.05,0.15,0.36,0.07,0.0053,0.3,0.06,0.55,0.47,0.09,0.76,0.04,0.04,0.006005427126736755,0.06,0.0354,0.00999999999999998,0.049999999999999906,0.0,0.0,0.0,0.03,0.0294,0.0067,0.03,0.07,0.0236,0.07,0.13,0.12,0.057800000000000004,0.04,0.07,0.04,0.04,0.03,0.03,0.04,0.05,0.0,0.01,0.17,0.17,0.15043766978569273
0.0,0.0,0.0,0.07,0.0,0.0,0.01,0.03,0.14,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.02,0.0,0.07,0.06,0.12,0.12,0.48,0.48,0.84,1.0,1.0,1.0,0.0,0.0007000000000000001,0.0,0.0,0.0,0.001,0.01,0.0,0.0,0.0,0.0,0.0089,0.0049,0.0,0.01,0.01,0.02,0.01,0.00999999999999998,0.0,0.0037,0.02,0.03,0.03,0.013300000000000001,0.03,0.05,0.28,0.06,0.0028000000000000004,0.25,0.05,0.45,0.37,0.05,0.73,0.16,0.16,0.05738519254437344,0.03,0.0225,0.00999999999999998,0.0199999999999999,0.0,0.0,0.0,0.02,0.026000000000000002,0.0040999999999999995,0.02,0.07,0.0124,0.04,0.07,0.1,0.0383,0.03,0.26,0.15,0.16,0.15,0.16,0.17,0.29,0.2,0.06,0.15,0.15,0.14578931482040447
0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.03,0.03,0.05,0.06,0.19,0.2,0.32,0.45,0.52,0.5,0.0,0.0011,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0023,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0018,0.01,0.01,0.01,0.0052,0.01,0.02,0.1,0.02,0.001,0.09,0.02,0.2,0.17,0.02,0.3,0.07,0.07,0.14500511573421906,0.01,0.009000000000000001,0.0,0.00999999999999998,0.0,0.0,0.0,0.01,0.0088,0.0014000000000000002,0.01,0.02,0.0043,0.02,0.03,0.06,0.0199,0.01,0.11,0.07,0.07,0.09,0.1,0.1,0.18,0.33,0.2,0.09,0.09,0.08831874434047692
0.0,0.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.79,0.189999999999999,0.6163000000000001,0.02,0.0,0.0,0.0,0.0,0.6214999999999999,0.0029,0.0,0.0,0.0,0.0,0.0,0.0299999999999999,0.0,0.22649999999999998,0.0,0.0,0.0,0.2073,0.0,0.0,0.0,0.0,-0.0003,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0025504530019721527,0.0,0.0007000000000000001,0.0,0.0199999999999999,0.0,0.0,0.0,0.0,0.0003,-0.0004,0.0,0.0,0.0002,0.0,0.0,0.08,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.2645336552973136
0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.8308,1.0,1.0,0.77,0.48700000000000004,0.29,0.1,0.0,0.0,0.0,0.504,0.0031,0.0,0.0,0.0,0.01,0.0,0.1,0.0,0.1699,0.0,0.0,0.0,0.1561,0.0,0.0,0.0,0.0,-0.0001,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.003054612316315485,0.0,0.0009,0.0,0.08,0.0,0.0,0.0,0.0,0.0001,-0.0006,0.0,0.0,0.0003,0.0,0.0,0.08,0.0007000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.2639601569574404
0.0,0.0,0.01,0.04,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.6369,0.82,0.77,1.0,1.0,1.0,1.0,0.0199999999999999,0.01,0.01,0.555,0.0046,0.0,0.01,0.0,0.01,0.0,0.129999999999999,0.0,0.1295,0.0,0.0,0.0,0.11869999999999999,0.0,0.0,0.0,0.0,0.0018,0.02,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.00604991177211999,0.0,0.0009,0.0,0.11,0.0,0.0,0.0,0.0,0.0001,0.0015,0.0,0.0,0.0002,0.0,0.0,0.1,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.35,0.35,0.38031995170540295
0.0,0.0,0.0,0.03,0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.01,0.0,0.08,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.1535,0.22,0.18,0.279999999999999,0.6149,0.38,0.68,0.159999999999999,0.14,0.5,0.9615,0.057800000000000004,0.13,0.24,0.1,0.06,0.06,0.0699999999999998,0.0299999999999999,0.06480000000000001,0.12,0.05,0.02,0.0286,0.03,0.0,0.0,0.08,0.0131,0.03,0.01,0.0,0.0,0.1,0.09,0.01,0.01,0.11386586396595441,0.0,0.0002,0.0199999999999999,0.0299999999999999,0.0,0.0,0.0,0.0,0.0,0.013500000000000002,0.0,0.0,0.0001,0.0,0.0,0.07,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.22,0.22,0.24047690914578934
0.0,0.0,0.0,0.02,0.0,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.05,0.06,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09910000000000001,0.13,0.1,0.17,0.4004,0.28,0.48,0.1,0.09,0.25,1.0,0.1393,0.33,0.27,0.2,0.39,0.21,0.359999999999999,0.09,0.3712,0.21,0.05,0.01,0.0179,0.01,0.0,0.0,0.04,0.0087,0.03,0.01,0.0,0.0,0.05,0.1,0.0,0.0,0.0559913403223654,0.0,0.0,0.00999999999999998,0.0199999999999999,0.0,0.0,0.0,0.0,-0.0002,0.009300000000000001,0.0,0.0,-0.0002,0.0,0.0,0.05,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.19,0.19,0.21189254452158165
0.0,0.0,0.0,0.02,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.04,0.03,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.054900000000000004,0.07,0.05,0.09,0.26789999999999997,0.17,0.29,0.08,0.07,0.14,0.8020999999999999,0.10980000000000001,0.5,0.52,0.5,1.0,0.58,1.0,0.22,1.0,0.66,0.45,0.08,0.0132,0.01,0.0,0.0,0.02,0.0075,0.03,0.0,0.0,0.0,0.03,0.1,0.0,0.0,0.03434214623585759,0.0,-0.0002,0.00999999999999998,0.00999999999999998,0.0,0.0,0.0,0.0,-0.0001,0.0078000000000000005,0.0,0.0,-0.0002,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.17802595834591003
0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.015700000000000002,0.02,0.01,0.0299999999999999,0.0787,0.09,0.09,0.0299999999999999,0.03,0.05,0.4733,0.0722,0.2,0.2,0.22,0.44,0.25,0.4,0.09,0.4326,0.47,0.5,0.58,1.0,0.49,0.25,0.18,0.05,0.012,0.16,0.02,0.11,0.04,0.01,0.09,0.0,0.0,0.012870890730882724,0.03,0.0060999999999999995,0.259999999999999,0.85,0.01,0.01,0.01,0.0,0.001,0.031,0.01,0.0,0.0003,0.0,0.0,0.03,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.15602173256866889
0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0199999999999999,0.0495,0.06,0.05,0.0199999999999999,0.02,0.03,0.3115,0.0433,0.12,0.16,0.17,0.29,0.22,0.32,0.0699999999999998,0.3464,0.33,0.33,0.32,0.9859,0.55,1.0,0.83,0.23,0.0726,0.52,0.13,0.46,0.2,0.03,0.07,0.0,0.0,0.010705971322231942,0.02,0.0058,0.22,0.74,0.01,0.01,0.01,0.0,0.0037,0.16620000000000001,0.02,0.01,0.0018,0.0,0.0,0.03,0.0021,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0930274675520676
0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.01,0.01,0.00999999999999998,0.037000000000000005,0.06,0.04,0.0199999999999999,0.02,0.03,0.28,0.0356,0.09,0.14,0.15,0.23,0.2,0.269999999999999,0.0599999999999998,0.3095,0.33,0.38,0.32,0.6614,0.42,0.39,1.0,0.57,0.2584,1.0,0.46,0.83,0.65,0.14,0.09,0.0,0.0,0.016978306321268108,0.01,0.0053,0.159999999999999,0.52,0.0,0.01,0.01,0.01,0.005600000000000001,0.33880000000000005,0.05,0.01,0.0059,0.01,0.01,0.03,0.0104,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.10295804406881981
0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.00999999999999998,0.0154,0.03,0.02,0.00999999999999998,0.01,0.01,0.1462,0.0195,0.04,0.06,0.06,0.09,0.08,0.11,0.0199999999999999,0.1242,0.15,0.19,0.22,0.2737,0.2,0.12,0.64,0.34,0.1607,0.56,0.38,1.0,1.0,0.35,0.2,0.0,0.0,0.011462210293746942,0.01,0.0029,0.0599999999999998,0.21,0.0,0.0,0.0,0.0,0.0026,0.1404,0.03,0.01,0.0038,0.02,0.02,0.02,0.0128,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0680048294597042
